uf,escolaridade,ordem_escolaridade,curso,ordem_area_atuacao,area_atuacao,inscritos,selecionados,nao_cert,certificados,abandonos,evasoes
RS,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,4,Secretaria de Educação,2,2,0,1,0,1
RS,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,5,Secretaria de Saúde,2,2,1,1,0,0
RS,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,4,4,0,4,0,0
RS,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,7,Outros,18,18,9,5,1,3
RS,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,32,32,6,23,1,2
RS,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,17,17,6,9,1,1
RS,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,3,Conselhos,2,2,1,1,0,0
RS,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,4,Secretaria de Educação,1,1,0,1,0,0
RS,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,2,2,0,2,0,0
RS,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,7,Outros,7,7,4,1,2,0
RS,Mestrando,6,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,0,2,0,0
RS,Mestrado,7,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,4,4,0,3,1,0
RS,Mestrado,7,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,2,2,0,2,0,0
RS,Mestrado,7,Núcleo Básico em Socioeducação - 01/2016,7,Outros,3,3,2,1,0,0
RS,Doutorado,9,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,0,1,0
SC,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,1,1,0,1,0,0
SC,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,3,3,1,0,2,0
SC,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,2,2,2,0,0,0
SC,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2016,7,Outros,2,2,0,0,2,0
SC,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,19,19,3,12,4,0
SC,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,22,22,7,8,3,4
SC,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,3,Conselhos,1,1,0,0,0,1
SC,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,8,8,2,4,1,1
SC,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,7,Outros,6,6,2,2,0,2
SC,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,23,23,4,16,2,1
SC,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,25,25,10,6,7,2
SC,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,18,18,5,10,2,1
SC,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,7,Outros,6,6,0,4,2,0
SC,Mestrando,6,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,2,2,1,1,0,0
SC,Mestrando,6,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,1,1,1,0,0,0
SC,Mestrando,6,Núcleo Básico em Socioeducação - 01/2016,7,Outros,1,1,1,0,0,0
SC,Mestrado,7,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,0,1,0,1
SC,Mestrado,7,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,2,2,0,2,0,0
SC,Doutorando,8,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
SE,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,3,3,1,1,0,1
SE,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2016,7,Outros,3,3,1,1,1,0
SE,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,5,5,1,2,1,1
SE,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,2,2,0,2,0,0
SE,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,10,10,2,6,2,0
SE,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,22,22,7,6,5,4
SE,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,3,Conselhos,2,2,0,1,0,1
SE,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,4,Secretaria de Educação,3,3,2,1,0,0
SE,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,5,Secretaria de Saúde,1,1,0,1,0,0
SE,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,4,4,1,1,2,0
SE,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,7,Outros,14,14,6,6,1,1
SE,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,6,6,2,3,0,1
SE,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,14,14,6,4,1,3
SE,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,3,Conselhos,1,1,1,0,0,0
SE,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,4,Secretaria de Educação,3,3,0,0,2,1
SE,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,3,3,1,1,0,1
SE,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,7,Outros,8,8,4,3,1,0
SE,Mestrando,6,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,1,1,0,1,0,0
SE,Mestrando,6,Núcleo Básico em Socioeducação - 01/2016,7,Outros,2,2,1,1,0,0
SE,Mestrado,7,Núcleo Básico em Socioeducação - 01/2016,4,Secretaria de Educação,1,1,0,1,0,0
SP,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,41,41,17,16,7,1
SP,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,1,1,0,1,0,0
SP,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,20,20,10,5,4,1
SP,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,8,8,2,2,3,1
SP,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,2,2,1,0,1,0
SP,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2016,7,Outros,7,7,3,2,1,1
SP,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,94,94,33,51,6,4
SP,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,57,57,18,25,7,7
SP,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,3,Conselhos,1,1,1,0,0,0
SP,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,4,Secretaria de Educação,4,4,2,1,0,1
SP,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,5,Secretaria de Saúde,1,1,1,0,0,0
SP,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,10,10,4,5,1,0
SP,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,7,Outros,22,22,5,9,5,3
SP,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,22,22,6,11,5,0
SP,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,14,14,8,4,2,0
SP,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,5,Secretaria de Saúde,1,1,0,1,0,0
SP,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,2,2,0,2,0,0
SP,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,7,Outros,12,12,3,5,0,4
SP,Mestrando,6,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,3,3,1,2,0,0
SP,Mestrando,6,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,2,2,1,1,0,0
SP,Mestrando,6,Núcleo Básico em Socioeducação - 01/2016,7,Outros,2,2,1,1,0,0
SP,Mestrado,7,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,3,3,0,2,1,0
SP,Mestrado,7,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,1,1,1,0,0,0
SP,Mestrado,7,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,1,1,0,1,0,0
SP,Mestrado,7,Núcleo Básico em Socioeducação - 01/2016,7,Outros,2,2,0,2,0,0
SP,Doutorando,8,Núcleo Básico em Socioeducação - 01/2016,3,Conselhos,1,1,1,0,0,0
SP,Doutorado,9,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,0,0,1
SP,Doutorado,9,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,1,1,0,1,0,0
SP,Doutorado,9,Núcleo Básico em Socioeducação - 01/2016,4,Secretaria de Educação,1,1,0,1,0,0
SP,Doutorado,9,Núcleo Básico em Socioeducação - 01/2016,7,Outros,1,1,0,1,0,0
TO,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,5,5,2,2,0,1
TO,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,4,4,2,0,2,0
TO,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2016,3,Conselhos,4,4,2,0,1,1
TO,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,1,1,0,0,0,1
TO,Médio Completo,2,Núcleo Básico em Socioeducação - 01/2016,7,Outros,2,2,1,1,0,0
TO,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,3,3,1,1,1,0
TO,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,3,3,1,1,0,1
TO,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2016,3,Conselhos,5,5,2,0,1,2
TO,Estudante Superior,3,Núcleo Básico em Socioeducação - 01/2016,5,Secretaria de Saúde,1,1,1,0,0,0
TO,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,6,6,3,1,1,1
TO,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,14,14,12,1,0,1
TO,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,3,Conselhos,7,7,5,0,1,1
TO,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,4,Secretaria de Educação,1,1,0,0,0,1
TO,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,1,1,1,0,0,0
TO,Superior Completo,4,Núcleo Básico em Socioeducação - 01/2016,7,Outros,10,10,6,1,0,3
TO,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
TO,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,2,CREAS,2,2,0,1,1,0
TO,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,3,Conselhos,2,2,0,1,0,1
TO,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,6,Sistema Justiça,1,1,1,0,0,0
TO,Especialista,5,Núcleo Básico em Socioeducação - 01/2016,7,Outros,4,4,1,1,1,1
TO,Mestrado,7,Núcleo Básico em Socioeducação - 01/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
TO,Mestrado,7,Núcleo Básico em Socioeducação - 01/2016,3,Conselhos,1,1,0,1,0,0
AC,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,0,0,1
AC,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,1,1,0,1,0,0
AC,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,7,Outros,5,5,1,1,0,3
AC,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,0,0,1,0
AC,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,7,Outros,1,1,1,0,0,0
AC,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,0,1,1,0
AC,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,7,Outros,3,3,2,1,0,0
AC,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,0,1,0,1
AC,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,1,1,1,0,0,0
AC,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,1,1,1,0,0,0
AL,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,1,1,1,0,0,0
AL,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,1,1,1,0,0,0
AL,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,7,Outros,1,1,0,0,1,0
AL,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,0,2,0,0
AL,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,2,2,1,0,0,1
AL,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,3,Conselhos,1,1,1,0,0,0
AL,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,7,Outros,1,1,0,1,0,0
AL,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,2,1,1,0,0,0
AL,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,3,3,0,2,0,1
AL,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,3,Conselhos,1,1,0,1,0,0
AL,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,1,1,0,1,0,0
AL,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,1,0,0,0,0,0
AL,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,7,Outros,5,5,1,3,0,1
AL,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
AL,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,4,4,0,2,2,0
AL,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,1,1,0,1,0,0
AL,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,5,Secretaria de Saúde,2,2,1,1,0,0
AL,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,1,1,0,0,0,1
AL,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,7,Outros,13,13,6,6,1,0
AL,Mestrando,6,Núcleo Básico em Socioeducação - 02/2016,7,Outros,1,1,0,0,1,0
AL,Mestrado,7,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,1,1,0,0,0,1
AM,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,1,0,0,0,0,0
AM,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,1,1,0,0,1,0
AM,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,1,1,1,0,0,0
AM,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,1,1,1,0,0,0
AM,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,7,Outros,2,2,0,2,0,0
AM,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,1,1,1,0,0,0
AM,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,1,1,0,1,0,0
AP,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,3,Conselhos,1,1,1,0,0,0
AP,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,3,3,0,2,0,1
AP,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,7,Outros,3,3,0,0,0,3
AP,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,4,4,1,0,3,0
AP,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,4,4,1,3,0,0
AP,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,3,3,1,0,0,2
AP,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,5,Secretaria de Saúde,1,1,0,0,1,0
AP,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,7,Outros,3,3,2,1,0,0
AP,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,1,0,1,0
AP,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,1,1,0,1,0,0
AP,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,3,Conselhos,2,2,0,2,0,0
AP,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,3,3,1,2,0,0
AP,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,7,Outros,1,1,1,0,0,0
AP,Mestrando,6,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,1,1,0,1,0,0
BA,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,6,6,2,2,1,1
BA,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,3,Conselhos,1,1,1,0,0,0
BA,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,1,1,0,0,1,0
BA,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,7,Outros,2,2,1,1,0,0
BA,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,8,8,1,7,0,0
BA,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,2,2,1,1,0,0
BA,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,3,Conselhos,3,3,1,2,0,0
BA,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,5,Secretaria de Saúde,1,1,1,0,0,0
BA,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,2,2,2,0,0,0
BA,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,7,Outros,9,9,4,3,0,2
BA,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,23,23,5,13,4,1
BA,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,14,13,2,7,0,4
BA,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,3,Conselhos,3,3,1,2,0,0
BA,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,10,10,3,5,2,0
BA,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,5,Secretaria de Saúde,1,1,0,0,0,1
BA,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,2,2,1,1,0,0
BA,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,7,Outros,22,22,6,6,8,2
BA,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,10,10,2,5,1,2
BA,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,5,5,1,2,1,1
BA,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,3,3,0,2,1,0
BA,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,3,3,2,1,0,0
BA,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,7,Outros,9,9,3,5,0,1
BA,Mestrando,6,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,1,1,0,1,0,0
BA,Mestrando,6,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,1,1,0,1,0,0
BA,Mestrando,6,Núcleo Básico em Socioeducação - 02/2016,7,Outros,1,1,0,1,0,0
BA,Mestrado,7,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,4,4,2,2,0,0
CE,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,3,3,0,1,1,1
CE,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,1,1,0,1,0,0
CE,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,7,Outros,4,4,3,1,0,0
CE,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,10,9,4,3,0,2
CE,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,7,7,1,1,1,4
CE,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,3,Conselhos,3,3,3,0,0,0
CE,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,2,2,1,0,1,0
CE,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,7,Outros,14,14,3,1,6,4
CE,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,5,4,1,1,2,0
CE,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,1,1,1,0,0,0
CE,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,3,3,1,0,2,0
CE,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,2,2,0,2,0,0
CE,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,7,Outros,5,5,1,2,1,1
CE,Mestrando,6,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,1,1,0,1,0,0
CE,Mestrando,6,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,1,1,0,1,0,0
CE,Mestrado,7,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,1,1,1,0,0,0
DF,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
DF,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,3,Conselhos,2,2,0,1,0,1
DF,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,3,3,1,1,0,1
DF,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,3,Conselhos,1,1,0,1,0,0
DF,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,3,3,2,0,1,0
DF,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,1,1,1,0,0,0
DF,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,7,Outros,6,6,3,2,1,0
DF,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,6,6,3,2,1,0
DF,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,3,Conselhos,2,2,1,0,0,1
DF,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,3,3,0,2,1,0
DF,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,2,2,0,1,1,0
DF,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,7,Outros,25,25,10,13,1,1
DF,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,16,16,2,11,1,2
DF,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,15,15,2,10,1,2
DF,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,2,2,0,2,0,0
DF,Especialista,5,Núcleo Básico em Socioeducação - 02/2016,7,Outros,21,21,3,12,2,4
DF,Mestrando,6,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,0,2,0,0
DF,Mestrando,6,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,1,1,0,1,0,0
DF,Mestrando,6,Núcleo Básico em Socioeducação - 02/2016,7,Outros,2,2,0,0,2,0
DF,Mestrado,7,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
DF,Mestrado,7,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,3,3,0,3,0,0
DF,Mestrado,7,Núcleo Básico em Socioeducação - 02/2016,7,Outros,1,1,1,0,0,0
DF,Doutorando,8,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,1,1,0,1,0,0
DF,Doutorando,8,Núcleo Básico em Socioeducação - 02/2016,7,Outros,1,1,1,0,0,0
ES,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,24,24,9,6,5,4
ES,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,3,2,0,0,0,2
ES,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,3,Conselhos,1,1,0,1,0,0
ES,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,1,1,0,0,0,1
ES,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,1,1,0,1,0,0
ES,Médio Completo,2,Núcleo Básico em Socioeducação - 02/2016,7,Outros,5,5,3,1,1,0
ES,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,12,12,8,3,0,1
ES,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,1,1,0,1,0,0
ES,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,3,Conselhos,1,1,0,1,0,0
ES,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,2,1,0,1,0,0
ES,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,5,Secretaria de Saúde,3,2,0,1,1,0
ES,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,3,3,0,2,0,1
ES,Estudante Superior,3,Núcleo Básico em Socioeducação - 02/2016,7,Outros,17,16,8,4,1,3
ES,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,1,Sistema Sinase - Unidades socioeducativas,34,33,12,15,4,2
ES,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,2,CREAS,15,14,1,9,3,1
ES,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,3,Conselhos,4,3,2,1,0,0
ES,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,4,Secretaria de Educação,3,3,1,2,0,0
ES,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,5,Secretaria de Saúde,1,1,1,0,0,0
ES,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,6,Sistema Justiça,7,7,1,5,0,1
ES,Superior Completo,4,Núcleo Básico em Socioeducação - 02/2016,7,Outros,32,32,11,15,2,4
