uf,escolaridade,curso,area_atuacao,inscritos,selecionados,nao_cert,certificados,abandonos,evasoes
PR,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,45,45,17,21,4,3
RJ,Doutorando,Núcleo Básico em Socioeducação - 01/2016,CREAS,1,1,1,0,0,0
RJ,Doutorando,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
RJ,Especialista,Núcleo Básico em Socioeducação - 01/2016,CREAS,21,21,9,6,3,3
RJ,Especialista,Núcleo Básico em Socioeducação - 01/2016,Outros,7,7,2,4,1,0
RJ,Especialista,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Educação,5,5,3,2,0,0
RJ,Especialista,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Saúde,1,1,0,1,0,0
RJ,Especialista,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,2,2,0,2,0,0
RJ,Especialista,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,33,33,9,19,4,1
RJ,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,CREAS,4,4,2,0,2,0
RJ,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Outros,4,4,2,1,1,0
RJ,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Educação,10,10,3,7,0,0
RJ,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,1,1,1,0,0,0
RJ,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,30,30,10,15,3,2
RJ,Mestrado,Núcleo Básico em Socioeducação - 01/2016,Conselhos,1,1,1,0,0,0
RJ,Mestrado,Núcleo Básico em Socioeducação - 01/2016,CREAS,3,3,3,0,0,0
RJ,Mestrado,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,5,5,0,5,0,0
RJ,Mestrando,Núcleo Básico em Socioeducação - 01/2016,CREAS,2,2,1,1,0,0
RJ,Mestrando,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
RJ,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,CREAS,1,1,0,0,0,1
RJ,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Outros,2,2,1,1,0,0
RJ,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Educação,8,8,1,6,0,1
RJ,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,1,1,0,1,0,0
RJ,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,54,54,12,24,8,10
RJ,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Conselhos,3,3,1,0,2,0
RJ,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,CREAS,46,46,18,16,8,4
RJ,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Outros,21,21,15,2,1,3
RJ,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Educação,17,17,9,5,3,0
RJ,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Saúde,1,1,1,0,0,0
RJ,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,2,2,0,1,1,0
RJ,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,65,65,17,36,8,4
RN,Especialista,Núcleo Básico em Socioeducação - 01/2016,Conselhos,2,2,1,0,1,0
RN,Especialista,Núcleo Básico em Socioeducação - 01/2016,CREAS,2,2,2,0,0,0
RN,Especialista,Núcleo Básico em Socioeducação - 01/2016,Outros,5,5,3,1,1,0
RN,Especialista,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Educação,1,1,1,0,0,0
RN,Especialista,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Saúde,1,1,0,0,1,0
RN,Especialista,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,1,1,0
RN,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Conselhos,1,1,0,0,1,0
RN,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Outros,3,3,2,1,0,0
RN,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,4,4,3,1,0,0
RN,Mestrado,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,1,1,0,1,0,0
RN,Mestrando,Núcleo Básico em Socioeducação - 01/2016,Outros,1,1,1,0,0,0
RN,Mestrando,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
RN,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,CREAS,1,1,0,0,0,1
RN,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,4,4,3,1,0,0
RN,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Conselhos,3,3,2,1,0,0
RN,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,CREAS,7,7,2,2,2,1
RN,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Outros,14,14,4,2,5,3
RN,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,12,12,3,4,3,2
RO,Especialista,Núcleo Básico em Socioeducação - 01/2016,CREAS,1,1,1,0,0,0
RO,Especialista,Núcleo Básico em Socioeducação - 01/2016,Outros,1,1,0,1,0,0
RO,Especialista,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Saúde,1,1,0,1,0,0
RO,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Outros,3,3,1,2,0,0
RO,Mestrando,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Educação,1,1,0,0,1,0
RO,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,CREAS,3,3,3,0,0,0
RO,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Outros,2,2,1,1,0,0
RO,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,1,1,0,1,0,0
RO,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
RR,Especialista,Núcleo Básico em Socioeducação - 01/2016,CREAS,1,1,0,1,0,0
RR,Especialista,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,0,0,1
RR,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Outros,2,2,0,0,2,0
RR,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,1,1,0,0,1,0
RR,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,3,3,2,0,1,0
RR,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Outros,2,2,0,0,1,1
RR,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
RR,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Outros,2,2,1,0,1,0
RR,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
RS,Doutorado,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,0,1,0
RS,Especialista,Núcleo Básico em Socioeducação - 01/2016,Conselhos,2,2,1,1,0,0
RS,Especialista,Núcleo Básico em Socioeducação - 01/2016,CREAS,17,17,6,9,1,1
RS,Especialista,Núcleo Básico em Socioeducação - 01/2016,Outros,7,7,4,1,2,0
RS,Especialista,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Educação,1,1,0,1,0,0
RS,Especialista,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,2,2,0,2,0,0
RS,Especialista,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,32,32,6,23,1,2
RS,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Conselhos,2,2,1,1,0,0
RS,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,CREAS,2,2,1,0,1,0
RS,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Outros,4,4,3,1,0,0
RS,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,1,1,0,1,0,0
RS,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,13,13,5,6,2,0
RS,Mestrado,Núcleo Básico em Socioeducação - 01/2016,CREAS,2,2,0,2,0,0
RS,Mestrado,Núcleo Básico em Socioeducação - 01/2016,Outros,3,3,2,1,0,0
RS,Mestrado,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,4,4,0,3,1,0
RS,Mestrando,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,2,0,0
RS,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,CREAS,1,1,1,0,0,0
RS,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Outros,2,2,2,0,0,0
RS,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,1,1,0,1,0,0
RS,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,15,15,4,7,2,2
RS,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Conselhos,1,1,0,1,0,0
RS,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,CREAS,21,21,3,13,3,2
RS,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Outros,18,18,9,5,1,3
RS,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Educação,2,2,0,1,0,1
RS,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Saúde,2,2,1,1,0,0
RS,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,4,4,0,4,0,0
RS,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,42,42,10,25,4,3
SC,Doutorando,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
SC,Especialista,Núcleo Básico em Socioeducação - 01/2016,CREAS,25,25,10,6,7,2
SC,Especialista,Núcleo Básico em Socioeducação - 01/2016,Outros,6,6,0,4,2,0
SC,Especialista,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,18,18,5,10,2,1
SC,Especialista,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,23,23,4,16,2,1
SC,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,CREAS,2,2,2,0,0,0
SC,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Outros,2,2,0,0,2,0
SC,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,3,3,1,0,2,0
SC,Mestrado,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,2,2,0,2,0,0
SC,Mestrado,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,1,0,1
SC,Mestrando,Núcleo Básico em Socioeducação - 01/2016,CREAS,2,2,1,1,0,0
SC,Mestrando,Núcleo Básico em Socioeducação - 01/2016,Outros,1,1,1,0,0,0
SC,Mestrando,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,1,1,1,0,0,0
SC,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,CREAS,1,1,0,1,0,0
SC,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Conselhos,1,1,0,0,0,1
SC,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,CREAS,22,22,7,8,3,4
SC,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Outros,6,6,2,2,0,2
SC,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,8,8,2,4,1,1
SC,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,19,19,3,12,4,0
SE,Especialista,Núcleo Básico em Socioeducação - 01/2016,Conselhos,1,1,1,0,0,0
SE,Especialista,Núcleo Básico em Socioeducação - 01/2016,CREAS,14,14,6,4,1,3
SE,Especialista,Núcleo Básico em Socioeducação - 01/2016,Outros,8,8,4,3,1,0
SE,Especialista,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Educação,3,3,0,0,2,1
SE,Especialista,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,3,3,1,1,0,1
SE,Especialista,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,6,6,2,3,0,1
SE,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,CREAS,2,2,0,2,0,0
SE,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,5,5,1,2,1,1
SE,Mestrado,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Educação,1,1,0,1,0,0
SE,Mestrando,Núcleo Básico em Socioeducação - 01/2016,Outros,2,2,1,1,0,0
SE,Mestrando,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,1,1,0,1,0,0
SE,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Outros,3,3,1,1,1,0
SE,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,3,3,1,1,0,1
SE,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Conselhos,2,2,0,1,0,1
SE,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,CREAS,22,22,7,6,5,4
SE,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Outros,14,14,6,6,1,1
SE,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Educação,3,3,2,1,0,0
SE,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Saúde,1,1,0,1,0,0
SE,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,4,4,1,1,2,0
SE,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,10,10,2,6,2,0
SP,Doutorado,Núcleo Básico em Socioeducação - 01/2016,CREAS,1,1,0,1,0,0
SP,Doutorado,Núcleo Básico em Socioeducação - 01/2016,Outros,1,1,0,1,0,0
SP,Doutorado,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Educação,1,1,0,1,0,0
SP,Doutorando,Núcleo Básico em Socioeducação - 01/2016,Conselhos,1,1,1,0,0,0
SP,Especialista,Núcleo Básico em Socioeducação - 01/2016,CREAS,14,14,8,4,2,0
SP,Especialista,Núcleo Básico em Socioeducação - 01/2016,Outros,12,12,3,5,0,4
SP,Especialista,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Saúde,1,1,0,1,0,0
SP,Especialista,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,2,2,0,2,0,0
SP,Especialista,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,22,22,6,11,5,0
SP,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,CREAS,8,8,2,2,3,1
SP,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Outros,7,7,3,2,1,1
SP,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,2,2,1,0,1,0
SP,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,20,20,10,5,4,1
SP,Mestrado,Núcleo Básico em Socioeducação - 01/2016,CREAS,1,1,1,0,0,0
SP,Mestrado,Núcleo Básico em Socioeducação - 01/2016,Outros,2,2,0,2,0,0
SP,Mestrado,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,1,1,0,1,0,0
SP,Mestrado,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,3,3,0,2,1,0
SP,Mestrando,Núcleo Básico em Socioeducação - 01/2016,CREAS,2,2,1,1,0,0
SP,Mestrando,Núcleo Básico em Socioeducação - 01/2016,Outros,2,2,1,1,0,0
SP,Mestrando,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,3,3,1,2,0,0
SP,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,CREAS,1,1,0,1,0,0
SP,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,41,41,17,16,7,1
SP,Pós doutorando,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,0,0,1
SP,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Conselhos,1,1,1,0,0,0
SP,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,CREAS,57,57,18,25,7,7
SP,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Outros,22,22,5,9,5,3
SP,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Educação,4,4,2,1,0,1
SP,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Saúde,1,1,1,0,0,0
SP,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,10,10,4,5,1,0
SP,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,94,94,33,51,6,4
TO,Especialista,Núcleo Básico em Socioeducação - 01/2016,Conselhos,2,2,0,1,0,1
TO,Especialista,Núcleo Básico em Socioeducação - 01/2016,CREAS,2,2,0,1,1,0
TO,Especialista,Núcleo Básico em Socioeducação - 01/2016,Outros,4,4,1,1,1,1
TO,Especialista,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,1,1,1,0,0,0
TO,Especialista,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,1,0,0
TO,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Conselhos,5,5,2,0,1,2
TO,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,CREAS,3,3,1,1,0,1
TO,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Saúde,1,1,1,0,0,0
TO,Estudante Superior,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,3,3,1,1,1,0
TO,Mestrado,Núcleo Básico em Socioeducação - 01/2016,Conselhos,1,1,0,1,0,0
TO,Mestrado,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,1,1,1,0,0,0
TO,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Conselhos,4,4,2,0,1,1
TO,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,CREAS,4,4,2,0,2,0
TO,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Outros,2,2,1,1,0,0
TO,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,1,1,0,0,0,1
TO,Nível Médio,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,5,5,2,2,0,1
TO,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Conselhos,7,7,5,0,1,1
TO,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,CREAS,14,14,12,1,0,1
TO,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Outros,10,10,6,1,0,3
TO,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Secretaria de Educação,1,1,0,0,0,1
TO,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Justiça,1,1,1,0,0,0
TO,Superior Completo,Núcleo Básico em Socioeducação - 01/2016,Sistema Sinase - Unidades socioeducativas,6,6,3,1,1,1
AC,Especialista,Núcleo Básico em Socioeducação - 02/2016,CREAS,1,1,1,0,0,0
AC,Especialista,Núcleo Básico em Socioeducação - 02/2016,Sistema Justiça,1,1,1,0,0,0
AC,Especialista,Núcleo Básico em Socioeducação - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,1,0,1
AC,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,Outros,1,1,1,0,0,0
AC,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,0,1,0
AC,Nível Médio,Núcleo Básico em Socioeducação - 02/2016,CREAS,1,1,0,1,0,0
AC,Nível Médio,Núcleo Básico em Socioeducação - 02/2016,Outros,5,5,1,1,0,3
AC,Nível Médio,Núcleo Básico em Socioeducação - 02/2016,Sistema Sinase - Unidades socioeducativas,1,1,0,0,0,1
AC,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Outros,3,3,2,1,0,0
AC,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,1,1,0
AL,Especialista,Núcleo Básico em Socioeducação - 02/2016,CREAS,4,4,0,2,2,0
AL,Especialista,Núcleo Básico em Socioeducação - 02/2016,Outros,13,13,6,6,1,0
AL,Especialista,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Educação,1,1,0,1,0,0
AL,Especialista,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Saúde,2,2,1,1,0,0
AL,Especialista,Núcleo Básico em Socioeducação - 02/2016,Sistema Justiça,1,1,0,0,0,1
AL,Especialista,Núcleo Básico em Socioeducação - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,1,0,0
AL,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,Conselhos,1,1,1,0,0,0
AL,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,CREAS,2,2,1,0,0,1
AL,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,Outros,1,1,0,1,0,0
AL,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,0,2,0,0
AL,Mestrado,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Educação,1,1,0,0,0,1
AL,Mestrando,Núcleo Básico em Socioeducação - 02/2016,Outros,1,1,0,0,1,0
AL,Nível Médio,Núcleo Básico em Socioeducação - 02/2016,CREAS,1,1,1,0,0,0
AL,Nível Médio,Núcleo Básico em Socioeducação - 02/2016,Outros,1,1,0,0,1,0
AL,Nível Médio,Núcleo Básico em Socioeducação - 02/2016,Sistema Justiça,1,1,1,0,0,0
AL,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Conselhos,1,1,0,1,0,0
AL,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,CREAS,3,3,0,2,0,1
AL,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Outros,5,5,1,3,0,1
AL,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Educação,1,1,0,1,0,0
AL,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Sistema Justiça,1,0,0,0,0,0
AL,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Sistema Sinase - Unidades socioeducativas,2,1,1,0,0,0
AM,Especialista,Núcleo Básico em Socioeducação - 02/2016,CREAS,1,1,1,0,0,0
AM,Especialista,Núcleo Básico em Socioeducação - 02/2016,Sistema Justiça,1,1,0,1,0,0
AM,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,CREAS,1,0,0,0,0,0
AM,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Educação,1,1,0,0,1,0
AM,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,CREAS,1,1,1,0,0,0
AM,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Outros,2,2,0,2,0,0
AM,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Educação,1,1,1,0,0,0
AP,Especialista,Núcleo Básico em Socioeducação - 02/2016,Conselhos,2,2,0,2,0,0
AP,Especialista,Núcleo Básico em Socioeducação - 02/2016,CREAS,1,1,0,1,0,0
AP,Especialista,Núcleo Básico em Socioeducação - 02/2016,Outros,1,1,1,0,0,0
AP,Especialista,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Educação,3,3,1,2,0,0
AP,Especialista,Núcleo Básico em Socioeducação - 02/2016,Sistema Sinase - Unidades socioeducativas,2,2,1,0,1,0
AP,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,Outros,3,3,0,0,0,3
AP,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,Sistema Sinase - Unidades socioeducativas,3,3,0,2,0,1
AP,Mestrando,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Educação,1,1,0,1,0,0
AP,Nível Médio,Núcleo Básico em Socioeducação - 02/2016,Conselhos,1,1,1,0,0,0
AP,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,CREAS,4,4,1,3,0,0
AP,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Outros,3,3,2,1,0,0
AP,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Educação,3,3,1,0,0,2
AP,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Saúde,1,1,0,0,1,0
AP,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Sistema Sinase - Unidades socioeducativas,4,4,1,0,3,0
BA,Especialista,Núcleo Básico em Socioeducação - 02/2016,CREAS,5,5,1,2,1,1
BA,Especialista,Núcleo Básico em Socioeducação - 02/2016,Outros,9,9,3,5,0,1
BA,Especialista,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Educação,3,3,0,2,1,0
BA,Especialista,Núcleo Básico em Socioeducação - 02/2016,Sistema Justiça,3,3,2,1,0,0
BA,Especialista,Núcleo Básico em Socioeducação - 02/2016,Sistema Sinase - Unidades socioeducativas,10,10,2,5,1,2
BA,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,Conselhos,3,3,1,2,0,0
BA,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,CREAS,2,2,1,1,0,0
BA,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,Outros,9,9,4,3,0,2
BA,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Saúde,1,1,1,0,0,0
BA,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,Sistema Justiça,2,2,2,0,0,0
BA,Estudante Superior,Núcleo Básico em Socioeducação - 02/2016,Sistema Sinase - Unidades socioeducativas,8,8,1,7,0,0
BA,Mestrado,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Educação,4,4,2,2,0,0
BA,Mestrando,Núcleo Básico em Socioeducação - 02/2016,CREAS,1,1,0,1,0,0
BA,Mestrando,Núcleo Básico em Socioeducação - 02/2016,Outros,1,1,0,1,0,0
BA,Mestrando,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Educação,1,1,0,1,0,0
BA,Nível Médio,Núcleo Básico em Socioeducação - 02/2016,Conselhos,1,1,1,0,0,0
BA,Nível Médio,Núcleo Básico em Socioeducação - 02/2016,Outros,2,2,1,1,0,0
BA,Nível Médio,Núcleo Básico em Socioeducação - 02/2016,Sistema Justiça,1,1,0,0,1,0
BA,Nível Médio,Núcleo Básico em Socioeducação - 02/2016,Sistema Sinase - Unidades socioeducativas,6,6,2,2,1,1
BA,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Conselhos,3,3,1,2,0,0
BA,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,CREAS,14,13,2,7,0,4
BA,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Outros,22,22,6,6,8,2
BA,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Educação,10,10,3,5,2,0
BA,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Secretaria de Saúde,1,1,0,0,0,1
BA,Superior Completo,Núcleo Básico em Socioeducação - 02/2016,Sistema Justiça,2,2,1,1,0,0
